"注：
1. 本体资源创建时，带*红色字段为必填字段；同一对象的多个属性信息前，只需要重复填写“对象英文名称”。
2. 每列名称请勿修改，修改后会导致导入出错。实际使用时，样例数据需删除。",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
PolicyRuleSpec,,,,policyEventSelectCriteria,术语policyEventSelectCriteria,String,"这是一个包含 OCL 表达式的属性，用于规定对可与从此特定 PolicyRuleSpec 派生的任何 PolicyRules 一起使用的 PolicyEvent 类型的任何限制。这使得能够构建PolicyRuleSpec，该PolicyRuleSpec定义可以使用哪些类型的PolicyEvents来触发PolicyRules的评估。这反过来又确保了一组给定的策略规则具有标准功能。
注：ITU或CIM规范中不存在。（«required»）",,
PolicyRuleSpec,,,,sequencedActions,术语sequencedActions,String,"这是一个枚举整数，定义如何解释与此 PolicyRule 关联的 PolicyActions 的顺序。
注意： ITU或CIM规范中不存在（CIM将这些值的子集定义为PolicyRule中的属性）。（«required»）",,
PolicyRuleSpec,,,,decisionStrategy,decision策略,String,"这是一个枚举整数，指定要在此 PolicySet 中使用的特定决策策略。
允许值：
0：未知
1：比赛第一
2：全部匹配
MatchFirst 强制执行第一条计算结果为 TRUE 的规则的操作；策略评估然后停止，这意味着不再评估所有后续规则。
MatchAll 强制执行所有评估为 TRUE 的规则的操作。这相当于对规则集执行两次遍历。第一遍收集所有评估为 true 的 PolicyRules 并将它们放在一个组中。然后，第二遍仅执行那些评估为 true 的规则。这些规则的执行是通过Priority属性（在聚合PolicySetComponent上）控制的，它定义了PolicyRules执行的顺序。（«required»）",,
PolicyRuleSpec,,,,status,状态,String,规范的状态，例如有效、无效、计划中。（«required»）,,
PolicyRuleSpec,,,,validFor,有效期限,String,产品规格书的有效期（«required»）,,
PolicyRuleSpec,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyRuleSpec,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyRuleSpec,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicySetSpec,术语PolicySetSpec,这是一个抽象基类，用于定义PolicySet 实体的不变特征（属性、方法、约束和关系）。它由PolicyRuleSpec 进一步细化。,启用,decisionStrategy,decision策略,String,"这是一个枚举整数，指定要在此 PolicySet 中使用的特定决策策略。
允许值：
0：未知
1：比赛第一
2：全部匹配
MatchFirst 强制执行第一条计算结果为 TRUE 的规则的操作；策略评估然后停止，这意味着不再评估所有后续规则。
MatchAll 强制执行所有评估为 TRUE 的规则的操作。这相当于对规则集执行两次遍历。第一遍收集所有评估为 true 的 PolicyRules 并将它们放在一个组中。然后，第二遍仅执行那些评估为 true 的规则。这些规则的执行是通过Priority属性（在聚合PolicySetComponent上）控制的，它定义了PolicyRules执行的顺序。（«required»）",,
PolicySetSpec,,,,status,状态,String,规范的状态，例如有效、无效、计划中。（«required»）,,
PolicySetSpec,,,,validFor,有效期限,String,产品规格书的有效期（«required»）,,
PolicySetSpec,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicySetSpec,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicySetSpec,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyStatementSpec,术语PolicyStatementSpec,这是一个具体的基类，用于定义PolicyStatement实体的不变特征（属性、方法、约束和关系）。,启用,status,状态,String,规范的状态，例如有效、无效、计划中。（«required»）,,
PolicyStatementSpec,,,,validFor,有效期限,String,产品规格书的有效期（«required»）,,
PolicyStatementSpec,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyStatementSpec,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyStatementSpec,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Policy ABE.Policy Management ABE,PolicyABE.PolicyManagementABE,策略管理 ABE 包含用于管理其他域中的其他实体的实体。这包括来自其他通用业务实体子域（例如位置和参与方）以及其他同级域（例如产品、服务和资源）的实体。,启用,,,,,,
ResourceManagementPolicy,资源ManagementPolicy,"ResourceManagementPolicy 类定义了用于定义如何管理和维护资源的不同方面的特定策略。
例如，假设资源由多个组成部分组成，例如不同的设备。这些设备之一可能需要多个参与方角色来批准对其配置的更改，而另一设备可能不需要任何批准来更改其配置。",启用,resourcePolicyValidFor,资源Policy有效期限,String,该属性定义了该特定 ResourcePolicy 的有效时间段。 TimePeriod 是一种复杂的数据类型，包含开始时间和结束时间。,,
ResourceManagementPolicy,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ResourceManagementPolicy,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ResourceManagementPolicy,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
ServiceManagementPolicy,服务ManagementPolicy,"ServiceManagementPolicy 类定义了用于定义如何管理和维护服务的不同方面的特定策略。
例如，假设一个服务由多个子服务组成。这些子服务之一可能需要多个 PartyRole 来批准对其配置的更改，而另一个子服务可能不需要任何批准即可更改其配置。",启用,servicePolicyValidFor,服务Policy有效期限,String,该属性定义了该特定 ServicePolicy 的有效时间段。 TimePeriod 是一种复杂的数据类型，包含开始时间和结束时间。,,
ServiceManagementPolicy,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ServiceManagementPolicy,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ServiceManagementPolicy,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Policy ABE.Policy Structure ABE,PolicyABE.PolicyStructureABE,"策略结构 ABE 包含用于表示策略的各个组件的实体。这些组件以 PolicyRule 的概念为中心，它是一个三元组，定义为：
{事件、条件、动作}
其语义为：“收到事件时，如果条件子句为 TRUE，则执行一组操作。此 ABE 的一个新颖功能是可以使用相同的三元组来形成条件和操作子句。此 ABE 还包含对 PolicyRules 及其组件进行分组和嵌套的能力。",启用,,,,,,
Policy Structure ABE.Policy Action ABE,PolicyStructureABE.Policy动作ABE,,启用,,,,,,
ContainedPolicyActionDetails,ContainedPolicy动作Details,"该类实现 containsPolicyActions 聚合所需的语义。此聚合用于两个不同的目的。首先，它用于将离散的PolicyActions 聚集在一起以形成PolicyAction 子句。在此用法中，各个PolicyActionAtomic 对象集由PolicyActionComposite 对象聚合。
第二个用途是形成复合PolicyActions。在这种情况下，PolicyActionAtomic 对象聚合PolicyActionAtomic 和/或PolicyActionComposite 对象。前者提供了一个简单的嵌套PolicyAction，而后者提供了用于对依赖于更高级别操作的子操作进行分组的结构。",启用,containedActionOrder,contained动作订单,String,"这是一个无符号整数属性，定义此操作相对于与给定 PolicyAction 关联的操作的总体序列的相对位置。较小的整数表示序列中较早的位置。值“0”具有“不关心”的特殊语义。
这个值并不是唯一的。因此，如果两个或多个属性具有相同的值，则它们可以按任何顺序执行，但它们必须全部在整个序列中的适当位置执行。",,
ContainedPolicyActionDetails,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ContainedPolicyActionDetails,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ContainedPolicyActionDetails,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyAction,Policy动作,"这是一个抽象基类，表示如何形成策略规则的操作子句。这由一次出现的 PolicyStatement 组成，其形式为：
{变量、运算符、值}
策略操作具有“将变量设置为值”的语义。有两种类型的操作：
- 如果条件子句为 TRUE，则调用传递操作
- 如果条件子句为 FALSE，则调用失败操作",启用,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyAction,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyAction,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyAction,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyActionAtomic,Policy动作Atomic,"这是所有简单策略操作的基类。简单的PolicyAction 由单个布尔子句组成，用于执行单个操作。这由一次出现的 PolicyStatement 组成，其形式为：
{设置|清除} PolicyVariable 到 PolicyValue
这与PolicyActionVendor 明显不同，PolicyActionVendor 不使用PolicyStatement。
PolicyActionAtomic 对象还可用于形成更复杂的操作结构。 PolicyActionComposite 对象可用于包含一组PolicyActionAtomic 对象 - 此分组允许将多个PolicyActionAtomic 对象作为一个组执行。或者，PolicyActionAtomic 对象可以包含一个或多个PolicyActionAtomic 对象（如果需要，还可以包含PolicyActionComposite 组）以提供复合PolicyAction 的语义。无论哪种情况，聚合都是使用 containsPolicyActions 聚合完成的。",启用,actionSequenceNumber,动作Sequence编号,String,"该属性是一个非负整数，表示该元素作为整体策略结构的一部分执行的特定顺序。这将允许策略引擎在执行时引用外部提供给该对象的参数。
注： 未出现在 ITU 规范中；  CIM 2.7有这些值的子集。（«required»）",,
PolicyActionAtomic,,,,hasExecuted,术语hasExecuted,String,"这是一个枚举整数，由策略应用程序设置，用于定义此策略操作的执行状态。
允许值：
0：尚未执行
1：执行无错误
2：执行有错误但成功回滚
3：执行有错误并且没有回滚
4：未执行完成但成功回滚
5：没有执行完成，没有回滚
笔记：
ITU 或 CIM 规范中不存在。",,
PolicyActionAtomic,,,,hasSubActions,has子Actions,String,"这是一个布尔属性，如果为 TRUE，则表示此 PolicyAction 具有一个或多个子操作。子操作用于强制执行操作的分层嵌套，以便父操作可以控制它们包含的子操作的评估和其他语义。
注：ITU或CIM规范中不存在。（«required»）",,
PolicyActionAtomic,,,,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyActionAtomic,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyActionAtomic,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyActionAtomic,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyActionComposite,Policy动作Composite,"PolicyActionComposite 类是用作通用容器的基类，在其中放置PolicyActionAtomic、PolicyActionVendor 或PolicyActionComposite 类。前两个提供此容器分组的操作，而后者建立一个层次结构，在其中排序策略操作的执行。
简单和复杂的PolicyActions 都可以放置在这个容器中。
每个PolicyActionAtomic 和PolicyActionVendor 对象都使用containedPolicyActions 关联链接到此对象。",启用,actionExecutionStrategy,动作Execution策略,String,"这是一个枚举整数，定义了在此 PolicyActionComposite 对象聚合的排序操作上使用的执行策略。定义的执行策略包括：
0：未知
1：做直到成功
2：做所有的事
3：坚持到失败为止
4：要么全力以赴，要么不做任何事
“执行直到成功”意味着应按照预定义的顺序执行操作，直到成功执行单个操作。此时，该过程应该停止（即使还有可以执行的其他操作）。
“Do All”意味着应根据预定义的顺序执行属于该集合的所有操作。即使一项或多项操作失败，这种情况也应该继续。
“执行直到失败”意味着应按照预定义的顺序执行操作，直到操作执行失败。此时，整个序列应该停止。
最后，“不失败地执行所有操作，或者不执行任何操作”意味着应执行指定的所有操作。但是，如果发生故障，则不应执行任何操作。这意味着能够预测并确保操作能够成功执行，或者能够在遇到错误时执行该操作和所有先前操作的回滚。",,
PolicyActionComposite,,,,actionsCNF,术语actionsCNF,String,,,
PolicyActionComposite,,,,actionSequence,动作Sequence,String,"该属性是一个非负整数，表示该元素作为整体策略结构的一部分执行的特定顺序。
例如，如果一个组合是另一个组合策略结构的一部分。
注：默认为“1”（«required»）",,
PolicyActionComposite,,,,hasSubPolicyActions,has子PolicyActions,String,"这是一个布尔属性，如果为 TRUE，则表示此 PolicyAction 具有一个或多个子操作。子操作用于强制执行操作的分层嵌套，以便父操作可以控制它们包含的子操作的评估和其他语义。
注：ITU或CIM规范中不存在。（«required»）",,
PolicyActionComposite,,,,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyActionComposite,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyActionComposite,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyActionComposite,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyActionRuleDetails,Policy动作规则Details,该类实现了 PolicyActionInPolicyRule 聚合所需的语义。该聚合定义了包含在该PolicyRule 中的PolicyAction 集合。,启用,order,订单,String,"这是一个无符号整数属性，定义此操作相对于与给定策略规则关联的操作的总体序列的相对位置。较小的整数表示序列中较早的位置。值“0”具有“不关心”的特殊语义。
这个值并不是唯一的。因此，如果两个或多个属性具有相同的值，则它们可以按任何顺序执行，但它们必须全部在整个序列中的适当位置执行。",,
PolicyActionRuleDetails,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyActionRuleDetails,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyActionRuleDetails,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyActionVendor,Policy动作Vendor,PolicyActionVendor 类是一个具体基类，它提供通用扩展机制来表示尚未使用此模型中指定的属性进行建模的 PolicyAction。此类使用其两个属性（Constraint 和 ConstraintEncoding）来定义供应商特定条件的内容和格式。它的第三个属性（actionResponse）提供标准结果，使得这个对象可以与其他PolicyAction对象一起放置在一个PolicyRule对象中。标准化扩展预计不会使用此类。,启用,actionData,动作Data,String,"该属性提供了一种通用扩展机制，用于表示尚未使用该模型中包含的特定属性进行建模的策略操作。该属性的格式由存储在 ActionEncoding 属性中的 OID 值决定。
策略决策点可以通过对照它识别的 OID 集检查 ActionEncoding 中的 OID 值，轻松确定它是否支持 ActionData 实例中存储的值。策略决策点在无法识别该数据格式的情况下要采取的操作本身可以建模为策略规则，管理策略决策点的行为。
笔记：
ITU 规范中不存在。 CIM定义了一个类似的属性，称为ActionData。（«required»）",,
PolicyActionVendor,,,,actionEncoding,动作Encoding,String,"这是一个字符串属性。它用于表示一个 OID，该 OID 又标识此实例中 ActionData 属性值数组的编码和语义。该属性的值是单个字符串，表示单个 OID。
注： 未出现在 ITU 规范中。 CIM定义了一个类似的属性，称为ActionEncoding。（«required»）",,
PolicyActionVendor,,,,actionResponse,动作Response,String,"这是一个布尔属性，用于允许此时连接到模型的外部系统对 TRUE/FALSE 响应进行“标准”定义。这将允许与通用策略处理引擎集成。
注：ITU或CIM规范中未定义。（«required»）",,
PolicyActionVendor,,,,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyActionVendor,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyActionVendor,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyActionVendor,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Policy Structure ABE.Policy Condition ABE,PolicyStructureABE.PolicyConditionABE,,启用,,,,,,
ContainedPolicyConditionDetails,术语ContainedPolicyConditionDetails,"该类实现了 PolicyConditionInPolicyCondition 聚合所需的语义。该聚合定义了包含在该PolicyCondition 中的PolicyCondition 集合。
请注意，ContainedPolicyConditionDetails 类和PolicyConditionRuleDetails 类在概念上具有相同的属性。这是因为它们都提供了形成条件表达式的语义。区别在于它们相对于 PolicyRule 类的位置。也就是说，ContainedPolicyConditionDetails 类用于组合条件子句中的各个表达式，而PolicyConditionRuleDetails 类用于描述完整的条件子句如何显示在PolicyRule 中。这些属性在本附录的数据字典部分进行了描述。
此聚合用于两个不同的目的。首先，它用于将离散的PolicyCondition 聚集在一起以形成PolicyCondition 子句。在此用法中，各个PolicyConditionAtomic 对象集由PolicyConditionComposite 对象聚合。
第二个用途是形成复合策略条件。在这种情况下，PolicyConditionAtomic 对象聚合PolicyConditionAtomic 和/或PolicyConditionComposite 对象。前者提供简单的嵌套PolicyCondition，而后者提供用于对依赖于更高级别条件的子条件进行分组的结构。",启用,containedConditionGroupNumber,containedCondition分组编号,String,该属性用于定义条件所属的组。它逻辑上对应于用于将条件术语分组在一起的括号的位置。,,
ContainedPolicyConditionDetails,,,,containedConditionIsNegated,术语containedConditionIsNegated,String,这是一个布尔属性，如果为 TRUE，则表示该条件项被否定。该属性的默认值为 FALSE。,,
ContainedPolicyConditionDetails,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
ContainedPolicyConditionDetails,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
ContainedPolicyConditionDetails,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyCondition,术语PolicyCondition,"这是一个抽象基类，表示如何形成PolicyRule 的条件子句。此类可用于表示特定于规则或可重用的策略条件。
政策条件的形式为：
{变量、运算符、值}
其中运算符通常是 MATCH 运算符，但也可以是其他类型（例如比较）的运算符。这给出了“如果条件为真（或假）”的语义。
PolicyCondition 的子类及其递归聚合使得简单和复合（例如嵌套）PolicyCondition 能够由同一结构支持。",启用,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyCondition,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyCondition,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyCondition,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyConditionAtomic,术语PolicyConditionAtomic,"这是所有简单策略条件的基类。简单的策略条件由单个布尔子句组成，用于测试单个条件。这由一次出现的 PolicyStatement 组成，其形式为：
{变量、运算符、值}
此设计依赖于PolicyStatement 来提供构成条件子句的实际条款。因此，由于所有内容都标准化为条件子句，因此不需要 PolicyConditionAtomic 的子类。相反，提供了适当的PolicyStatement 类的子类。
复合PolicyCondition 由包含在更高级别PolicyCondition 内的一个或多个PolicyCondition 组成。如果需要，可以选择通过 PolicyConditionComposite 对象对这些进行分组。",启用,conditionSequenceNumber,conditionSequence编号,String,"该属性是一个非负整数，表示该元素被解析为整体策略结构的一部分的特定序列。这将允许策略引擎在评估该对象时引用外部提供的参数。
注： 未出现在 ITU 规范中。 CIM 2.7 有这些值的子集（«required»）",,
PolicyConditionAtomic,,,,hasEvaluated,术语hasEvaluated,String,"这是由策略应用程序设置的枚举整数，用于定义此 PolicyCondition 的评估状态。
允许值：
0：尚未评估
1：评估为 TRUE
2：评估为FALSE
笔记：
ITU 或 CIM 规范中不存在。",,
PolicyConditionAtomic,,,,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyConditionAtomic,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyConditionAtomic,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyConditionAtomic,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyConditionComposite,术语PolicyConditionComposite,"PolicyConditionComposite 类被设计为一个智能容器。 PolicyConditionComposite 类是所有复杂策略条件的基类。复杂的策略条件由 PolicyConditionAtomic 和/或 PolicyConditionComposite 对象的聚合组成，这些对象又形成复杂的布尔语句。值得注意的是，这样的对象仍然计算为单个布尔 TRUE 或 FALSE 值。
从概念上讲，这是一个独立的对象，由一个PolicyCondition 组成，该PolicyCondition 为要评估的嵌套或一组从属PolicyCondition 提供总体上下文。",启用,conditionIsCNF,术语conditionIsCNF,String,"这是一个布尔属性，如果为 TRUE，则定义要以连接范式（例如 Or 的 And）表示的此 PolicyConditionComposite 对象的条件子句。如果该属性的值为 FALSE，则条件子句将以析取范式表示。
此属性控制在PolicyConditionComposite 对象中如何处理多个条件子句（由各个PolicyConditionAtomic 对象表示）的设置。因此，它与属性PolicyRule.IsCNF 不同，后者控制如何在PolicyRule 对象中处理多个PolicyConditionComposite 对象。
注：ITU或CIM规范中不存在。（«required»）",,
PolicyConditionComposite,,,,keywords,术语keywords,String,"这是一个字符串属性，定义了一组一个或多个关键字，策略管理员可以使用这些关键字来帮助对策略对象进行特征化或分类，以方便搜索操作。以下关键字是预先定义的：
允许值：
未知的安装权限
配置更改安装方法
默认错误
使用内部错误
安全外部错误
认证通知
授权发布
会计订阅
审核发布-订阅
服务异常
面向客户的服务
面向资源的服务
注： 未出现在 ITU 规范中； CIM 定义了一个PolicyKeyword 属性，但其语义有很大不同。",,
PolicyConditionComposite,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyConditionComposite,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyConditionComposite,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyConditionRuleDetails,PolicyCondition规则Details,"该类实现了 PolicyConditionInPolicyRule 聚合所需的语义。该聚合定义了包含在该PolicyRule 中的PolicyConditions 集合。
请注意，ContainedPolicyConditionDetails 类和PolicyConditionRuleDetails 类在概念上具有相同的属性。这是因为它们都提供了形成条件表达式的语义。区别在于它们相对于 PolicyRule 类的位置。也就是说，ContainedPolicyConditionDetails 类用于组合条件子句中的各个表达式，而PolicyConditionRuleDetails 类用于描述完整的条件子句如何显示在PolicyRule 中。这些属性在本附录的数据字典部分进行了描述。",启用,groupNumber,分组编号,String,该属性用于定义条件所属的组。它逻辑上对应于用于将条件术语分组在一起的括号的位置。,,
PolicyConditionRuleDetails,,,,isNegated,术语isNegated,String,这是一个布尔属性，如果为 TRUE，则表示此条件被否定。该属性的默认值为 FALSE。,,
PolicyConditionRuleDetails,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyConditionRuleDetails,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyConditionRuleDetails,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Policy Structure ABE.Policy Event ABE,PolicyStructureABE.PolicyEventABE,,启用,,,,,,
EventEmitDetails,术语EventEmitDetails,此类包含 OCL 表达式，发出关联将使用该表达式来确定要应用于此 PolicyEventSet 的约束（如果有）。它还包含一些附加语义来帮助识别此事件的类型。,启用,emitConstraint,术语emitConstraint,String,该属性是一个字符串，其中包含特定的 OCL 表达式，用于约束特定资源如何发出特定事件。将其定义为属性使外部应用程序能够填充此约束。,,
